epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,322935,0.88346,0.33246,0.90954,0.99812,0.99552,0.99479,0.70069,1.09681,0.39701,0.83881,0.006271,0.006271,0.006271
115,325768,0.88041,0.33148,0.9082,0.99819,0.99558,0.99481,0.70071,1.09681,0.39696,0.83881,0.006238,0.006238,0.006238
116,328623,0.88084,0.33136,0.90833,0.99825,0.99558,0.99481,0.70074,1.0968,0.39692,0.8388,0.006205,0.006205,0.006205
117,331452,0.88387,0.3317,0.90877,0.99822,0.99558,0.99481,0.70079,1.09679,0.39687,0.8388,0.006172,0.006172,0.006172
118,334269,0.87956,0.33135,0.90772,0.99825,0.99558,0.99481,0.70084,1.09678,0.39681,0.83878,0.006139,0.006139,0.006139
119,337109,0.88114,0.3309,0.90815,0.99847,0.99558,0.99481,0.70078,1.09679,0.39675,0.83878,0.006106,0.006106,0.006106
120,339929,0.88068,0.3315,0.9076,0.99817,0.9957,0.99481,0.70086,1.09675,0.39672,0.83877,0.006073,0.006073,0.006073
121,342741,0.88043,0.33049,0.9092,0.99859,0.99547,0.99481,0.70085,1.09672,0.39667,0.83876,0.00604,0.00604,0.00604
122,345547,0.88165,0.33161,0.90915,0.99821,0.99575,0.99481,0.70086,1.09673,0.39663,0.83875,0.006007,0.006007,0.006007
123,348389,0.87967,0.33082,0.90764,0.99818,0.99575,0.99481,0.70091,1.09672,0.39657,0.83874,0.005974,0.005974,0.005974
124,351171,0.87706,0.32955,0.90769,0.99852,0.99541,0.99482,0.70091,1.09675,0.39652,0.83873,0.005941,0.005941,0.005941
125,353987,0.8791,0.32969,0.90881,0.99822,0.99575,0.99482,0.70096,1.09675,0.39645,0.83872,0.005908,0.005908,0.005908
126,356818,0.87697,0.32916,0.90653,0.99823,0.99572,0.99482,0.70097,1.09676,0.39639,0.83872,0.005875,0.005875,0.005875
